Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Irradiance (W/m²),Wind Power (MW),Solar Power (MW),Thermal Power (MW),
07/02/24 15:00,11.15,26.06,7.68,0.00,1.13,0.00,210.00,
07/02/24 16:00,20.41,23.99,8.65,0.00,1.62,0.00,180.00,
07/02/24 17:00,23.76,46.20,5.35,0.00,0.38,0.00,150.00,
07/02/24 18:00,8.32,52.47,5.50,0.00,0.42,0.00,180.00,
07/02/24 19:00,14.39,62.64,5.68,0.00,0.46,0.00,210.00,
07/02/24 20:00,4.42,20.45,6.55,0.00,0.70,0.00,240.00,
07/02/24 21:00,-9.98,89.28,4.84,0.00,0.28,0.00,210.00,
07/02/24 22:00,17.00,45.48,0.21,0.00,0.00,0.00,180.00,
07/02/24 23:00,21.09,79.37,8.39,0.00,1.47,0.00,210.00,
07/03/24 0:00,17.62,57.45,9.59,0.00,2.20,0.00,180.00,
07/03/24 1:00,-4.50,29.13,4.78,258.82,0.27,2.59,210.00,
07/03/24 2:00,11.49,75.83,3.87,500.00,0.14,5.00,180.00,
07/03/24 3:00,-7.18,69.69,5.73,707.11,0.47,7.07,210.00,
07/03/24 4:00,28.70,56.92,5.62,866.03,0.44,8.66,240.00,
07/03/24 5:00,4.14,56.02,7.99,965.93,1.28,9.66,210.00,
07/03/24 6:00,27.55,26.12,6.11,1000.00,0.57,10.00,180.00,
07/03/24 7:00,24.46,65.91,4.41,965.93,0.22,9.66,210.00,
07/03/24 8:00,5.99,83.79,3.36,866.03,0.10,8.66,180.00,
07/03/24 9:00,3.67,26.53,7.73,707.11,1.16,7.07,210.00,
07/03/24 10:00,18.50,38.45,7.20,500.00,0.93,5.00,180.00,
07/03/24 11:00,6.56,83.16,8.12,258.82,1.34,2.59,210.00,
07/03/24 12:00,16.02,39.90,4.06,0.00,0.17,0.00,180.00,
07/03/24 13:00,10.17,65.78,9.68,0.00,2.27,0.00,210.00,
07/03/24 14:00,-2.81,57.44,2.51,0.00,0.04,0.00,180.00,
07/03/24 15:00,-7.30,61.74,7.42,0.00,1.02,0.00,210.00,
07/03/24 16:00,17.27,49.11,2.18,0.00,0.03,0.00,180.00,
07/03/24 17:00,9.38,41.00,4.42,0.00,0.22,0.00,210.00,
07/03/24 18:00,9.47,23.40,9.12,0.00,1.90,0.00,180.00,
07/03/24 19:00,21.96,72.10,7.66,0.00,1.12,0.00,210.00,
07/03/24 20:00,26.73,72.23,4.91,0.00,0.30,0.00,180.00,
07/03/24 21:00,12.27,66.95,4.96,0.00,0.31,0.00,210.00,
07/03/24 22:00,11.59,65.05,6.20,0.00,0.60,0.00,240.00,
07/03/24 23:00,20.00,37.06,7.03,0.00,0.87,0.00,210.00,
07/04/24 0:00,1.43,21.56,8.50,0.00,1.54,0.00,180.00,
07/04/24 1:00,17.23,76.61,5.09,258.82,0.33,2.59,210.00,
07/04/24 2:00,20.52,54.38,2.78,500.00,0.05,5.00,180.00,
07/04/24 3:00,21.80,41.48,6.31,707.11,0.63,7.07,210.00,
07/04/24 4:00,-4.37,27.14,5.09,866.03,0.33,8.66,180.00,
07/04/24 5:00,7.39,24.39,3.40,965.93,0.10,9.66,150.00,
07/04/24 6:00,6.22,44.42,6.60,1000.00,0.72,10.00,180.00,
07/04/24 7:00,16.00,76.33,5.57,965.93,0.43,9.66,210.00,
07/04/24 8:00,19.81,84.31,6.61,866.03,0.72,8.66,180.00,
07/04/24 9:00,29.97,82.77,4.21,707.11,0.19,7.07,210.00,
07/04/24 10:00,10.05,84.40,6.97,500.00,0.85,5.00,180.00,
07/04/24 11:00,10.02,83.54,3.37,258.82,0.10,2.59,210.00,
07/04/24 12:00,26.50,56.91,4.34,0.00,0.21,0.00,180.00,
07/04/24 13:00,17.97,35.36,5.51,0.00,0.42,0.00,150.00,
07/04/24 14:00,27.68,75.86,9.48,0.00,2.13,0.00,180.00,
07/04/24 15:00,17.89,34.96,7.57,0.00,1.08,0.00,210.00,
07/04/24 16:00,3.43,38.70,8.15,0.00,1.36,0.00,180.00,
07/04/24 17:00,1.67,36.33,8.83,0.00,1.72,0.00,210.00,
07/04/24 18:00,-0.52,56.05,13.21,0.00,5.76,0.00,180.00,
07/04/24 19:00,21.62,42.53,6.08,0.00,0.56,0.00,150.00,
07/04/24 20:00,26.89,30.79,8.84,0.00,1.73,0.00,180.00,
07/04/24 21:00,33.49,51.72,8.03,0.00,1.29,0.00,210.00,
07/04/24 22:00,23.43,81.17,7.99,0.00,1.28,0.00,180.00,
07/04/24 23:00,26.63,59.94,9.55,0.00,2.18,0.00,210.00,
07/05/24 0:00,9.20,81.48,5.16,0.00,0.34,0.00,180.00,
07/05/24 1:00,3.44,33.71,5.00,258.82,0.31,2.59,210.00,
07/05/24 2:00,23.50,31.69,6.64,500.00,0.73,5.00,180.00,
07/05/24 3:00,19.18,60.29,5.63,707.11,0.45,7.07,150.00,
07/05/24 4:00,16.07,52.43,6.64,866.03,0.73,8.66,180.00,
07/05/24 5:00,18.87,66.21,9.13,965.93,1.90,9.66,150.00,
07/05/24 6:00,18.23,75.62,5.04,1000.00,0.32,10.00,180.00,
07/05/24 7:00,27.84,72.59,5.39,965.93,0.39,9.66,150.00,
07/05/24 8:00,27.95,85.96,6.35,866.03,0.64,8.66,180.00,
07/05/24 9:00,20.44,47.88,5.54,707.11,0.43,7.07,210.00,
07/05/24 10:00,23.46,34.45,2.17,500.00,0.03,5.00,240.00,
07/05/24 11:00,20.14,58.56,4.84,258.82,0.28,2.59,210.00,
07/05/24 12:00,10.39,27.75,7.37,0.00,1.00,0.00,180.00,
07/05/24 13:00,22.57,40.22,8.88,0.00,1.75,0.00,210.00,
07/05/24 14:00,1.06,34.55,3.69,0.00,0.13,0.00,180.00,
07/05/24 15:00,25.54,47.76,3.68,0.00,0.12,0.00,210.00,
07/05/24 16:00,3.05,27.79,6.06,0.00,0.56,0.00,240.00,
07/05/24 17:00,17.86,22.23,1.85,0.00,0.02,0.00,210.00,
07/05/24 18:00,6.55,65.98,5.11,0.00,0.33,0.00,180.00,
07/05/24 19:00,20.53,62.72,2.53,0.00,0.04,0.00,150.00,
07/05/24 20:00,14.66,69.59,8.74,0.00,1.67,0.00,180.00,
07/05/24 21:00,-0.95,66.23,4.46,0.00,0.22,0.00,210.00,
07/05/24 22:00,19.21,28.00,9.31,0.00,2.01,0.00,240.00,
07/05/24 23:00,9.22,40.38,8.23,0.00,1.39,0.00,210.00,
07/06/24 0:00,23.81,29.07,4.71,0.00,0.26,0.00,240.00,
07/06/24 1:00,15.01,79.01,3.86,258.82,0.14,2.59,210.00,
07/06/24 2:00,18.95,72.28,5.61,500.00,0.44,5.00,180.00,
07/06/24 3:00,5.42,34.11,5.79,707.11,0.49,7.07,210.00,
07/06/24 4:00,9.11,43.89,6.69,866.03,0.75,8.66,180.00,
07/06/24 5:00,10.41,87.66,4.45,965.93,0.22,9.66,150.00,
07/06/24 6:00,23.57,61.59,7.49,1000.00,1.05,10.00,180.00,
07/06/24 7:00,31.77,76.08,6.53,965.93,0.70,9.66,150.00,
07/06/24 8:00,6.95,38.52,5.32,866.03,0.38,8.66,180.00,
07/06/24 9:00,25.77,34.70,4.58,707.11,0.24,7.07,210.00,
07/06/24 10:00,-6.70,74.87,5.63,500.00,0.45,5.00,180.00,
07/06/24 11:00,3.06,68.01,4.37,258.82,0.21,2.59,210.00,
07/06/24 12:00,5.41,67.67,6.12,0.00,0.57,0.00,180.00,
07/06/24 13:00,1.47,58.68,6.17,0.00,0.59,0.00,210.00,
07/06/24 14:00,-0.84,59.45,6.52,0.00,0.69,0.00,180.00,
07/06/24 15:00,19.13,71.50,9.53,0.00,2.17,0.00,150.00,
07/06/24 16:00,12.86,38.90,5.74,0.00,0.47,0.00,180.00,
07/06/24 17:00,18.79,44.69,8.01,0.00,1.28,0.00,210.00,
07/06/24 18:00,21.90,81.01,6.46,0.00,0.67,0.00,240.00,
07/06/24 19:00,17.66,41.62,5.52,0.00,0.42,0.00,210.00,
07/06/24 20:00,21.58,58.24,5.76,0.00,0.48,0.00,180.00,
07/06/24 21:00,14.30,69.18,5.88,0.00,0.51,0.00,210.00,
07/06/24 22:00,3.13,89.99,6.56,0.00,0.71,0.00,180.00,
07/06/24 23:00,25.58,50.47,4.08,0.00,0.17,0.00,210.00,
07/07/24 0:00,9.11,49.97,3.07,0.00,0.07,0.00,180.00,
07/07/24 1:00,5.64,78.98,7.31,258.82,0.98,2.59,210.00,
07/07/24 2:00,13.22,76.39,7.80,500.00,1.18,5.00,180.00,
07/07/24 3:00,5.87,71.18,7.49,707.11,1.05,7.07,210.00,
07/07/24 4:00,10.83,52.43,6.31,866.03,0.63,8.66,180.00,
07/07/24 5:00,18.44,42.68,7.53,965.93,1.07,9.66,150.00,
07/07/24 6:00,18.48,62.61,7.43,1000.00,1.02,10.00,180.00,
07/07/24 7:00,6.02,81.34,7.58,965.93,1.09,9.66,210.00,
07/07/24 8:00,10.12,81.86,4.28,866.03,0.20,8.66,180.00,
07/07/24 9:00,25.74,27.59,3.81,707.11,0.14,7.07,210.00,
07/07/24 10:00,19.96,49.98,5.22,500.00,0.36,5.00,240.00,
07/07/24 11:00,35.75,52.53,5.97,258.82,0.53,2.59,210.00,
07/07/24 12:00,26.80,88.43,5.52,0.00,0.42,0.00,180.00,
07/07/24 13:00,26.44,67.46,2.25,0.00,0.03,0.00,210.00,
07/07/24 14:00,1.12,48.51,9.44,0.00,2.11,0.00,180.00,
07/07/24 15:00,22.64,21.82,5.45,0.00,0.41,0.00,150.00,
07/07/24 16:00,14.47,59.58,6.35,0.00,0.64,0.00,180.00,
07/07/24 17:00,9.49,26.73,8.49,0.00,1.53,0.00,210.00,
07/07/24 18:00,16.68,78.41,1.31,0.00,0.01,0.00,180.00,
07/07/24 19:00,24.45,72.68,4.98,0.00,0.31,0.00,150.00,
07/07/24 20:00,20.01,52.24,5.23,0.00,0.36,0.00,180.00,
07/07/24 21:00,6.22,50.04,5.33,0.00,0.38,0.00,210.00,
07/07/24 22:00,22.42,82.81,5.65,0.00,0.45,0.00,240.00,
07/07/24 23:00,8.62,40.19,8.89,0.00,1.76,0.00,210.00,
07/08/24 0:00,17.17,37.43,7.35,0.00,0.99,0.00,180.00,
07/08/24 1:00,11.97,85.74,7.92,258.82,1.24,2.59,210.00,
07/08/24 2:00,12.81,76.65,6.09,500.00,0.57,5.00,180.00,
07/08/24 3:00,22.66,77.44,3.20,707.11,0.08,7.07,210.00,
07/08/24 4:00,4.60,33.66,1.84,866.03,0.02,8.66,180.00,
07/08/24 5:00,34.45,30.03,2.94,965.93,0.06,9.66,150.00,
07/08/24 6:00,-3.21,21.82,6.72,1000.00,0.76,10.00,180.00,
07/08/24 7:00,9.02,36.59,6.06,965.93,0.56,9.66,210.00,
07/08/24 8:00,18.70,74.19,5.58,866.03,0.43,8.66,180.00,
07/08/24 9:00,20.84,36.80,5.26,707.11,0.36,7.07,150.00,
07/08/24 10:00,14.00,71.04,10.02,500.00,2.52,5.00,180.00,
07/08/24 11:00,14.43,37.63,4.35,258.82,0.21,2.59,210.00,
07/08/24 12:00,19.11,47.67,7.86,0.00,1.21,0.00,180.00,
07/08/24 13:00,12.69,88.82,6.00,0.00,0.54,0.00,150.00,
07/08/24 14:00,28.93,37.14,5.88,0.00,0.51,0.00,180.00,
07/08/24 15:00,23.39,46.35,8.35,0.00,1.46,0.00,150.00,
07/08/24 16:00,23.73,41.08,8.93,0.00,1.78,0.00,180.00,
07/08/24 17:00,5.34,27.67,5.52,0.00,0.42,0.00,150.00,
07/08/24 18:00,14.21,54.29,7.60,0.00,1.10,0.00,180.00,
07/08/24 19:00,12.00,46.51,6.73,0.00,0.76,0.00,210.00,
07/08/24 20:00,4.94,68.64,6.01,0.00,0.54,0.00,180.00,
07/08/24 21:00,18.60,77.23,6.41,0.00,0.66,0.00,210.00,
07/08/24 22:00,9.62,58.10,4.62,0.00,0.25,0.00,240.00,
07/08/24 23:00,21.55,22.25,5.39,0.00,0.39,0.00,210.00,
07/09/24 0:00,4.30,63.32,4.84,0.00,0.28,0.00,180.00,
07/09/24 1:00,32.19,23.88,7.80,258.82,1.19,2.59,210.00,
07/09/24 2:00,6.04,63.14,5.81,500.00,0.49,5.00,180.00,
07/09/24 3:00,17.19,67.95,3.40,707.11,0.10,7.07,150.00,
07/09/24 4:00,22.92,33.84,4.55,866.03,0.24,8.66,180.00,
07/09/24 5:00,9.29,77.35,-0.40,965.93,0.00,9.66,150.00,
07/09/24 6:00,23.52,83.78,5.01,1000.00,0.31,10.00,180.00,
07/09/24 7:00,2.71,76.92,6.08,965.93,0.56,9.66,150.00,
07/09/24 8:00,29.52,41.36,5.73,866.03,0.47,8.66,180.00,
07/09/24 9:00,15.14,61.07,9.96,707.11,2.47,7.07,150.00,
07/09/24 10:00,9.04,84.04,7.15,500.00,0.91,5.00,180.00,
07/09/24 11:00,12.01,42.45,7.06,258.82,0.88,2.59,210.00,
07/09/24 12:00,23.09,77.40,2.71,0.00,0.05,0.00,180.00,
07/09/24 13:00,9.16,20.66,5.27,0.00,0.37,0.00,210.00,
07/09/24 14:00,7.51,20.26,5.03,0.00,0.32,0.00,180.00,
07/09/24 15:00,12.78,73.18,4.43,0.00,0.22,0.00,210.00,
07/09/24 16:00,3.23,73.30,4.40,0.00,0.21,0.00,180.00,
07/09/24 17:00,33.21,75.23,2.38,0.00,0.03,0.00,210.00,
07/09/24 18:00,9.34,85.10,3.45,0.00,0.10,0.00,180.00,
07/09/24 19:00,23.32,28.25,7.75,0.00,1.16,0.00,210.00,
07/09/24 20:00,17.09,36.24,5.71,0.00,0.47,0.00,180.00,
07/09/24 21:00,5.15,83.26,4.99,0.00,0.31,0.00,210.00,
07/09/24 22:00,14.94,32.41,5.99,0.00,0.54,0.00,180.00,
07/09/24 23:00,22.84,67.76,8.33,0.00,1.45,0.00,150.00,
07/10/24 0:00,13.12,57.13,6.01,0.00,0.54,0.00,180.00,
07/10/24 1:00,26.93,25.82,7.08,258.82,0.89,2.59,210.00,
07/10/24 2:00,25.22,39.97,4.31,500.00,0.20,5.00,180.00,
07/10/24 3:00,24.19,56.43,4.76,707.11,0.27,7.07,150.00,
07/10/24 4:00,10.40,79.66,6.71,866.03,0.75,8.66,180.00,
07/10/24 5:00,4.20,69.53,9.79,965.93,2.34,9.66,210.00,
07/10/24 6:00,8.86,63.53,8.86,1000.00,1.74,10.00,180.00,
07/10/24 7:00,16.96,54.72,7.17,965.93,0.92,9.66,150.00,
07/10/24 8:00,20.46,40.91,6.30,866.03,0.63,8.66,180.00,
07/10/24 9:00,-6.72,28.35,8.80,707.11,1.70,7.07,210.00,
07/10/24 10:00,14.92,48.64,7.59,500.00,1.09,5.00,180.00,
07/10/24 11:00,16.58,22.00,1.41,258.82,0.01,2.59,150.00,
07/10/24 12:00,12.22,34.77,3.89,0.00,0.15,0.00,180.00,
07/10/24 13:00,27.91,50.27,6.68,0.00,0.74,0.00,210.00,
07/10/24 14:00,19.22,49.30,2.43,0.00,0.04,0.00,180.00,
07/10/24 15:00,28.10,23.10,4.20,0.00,0.19,0.00,210.00,
07/10/24 16:00,12.84,61.23,4.60,0.00,0.24,0.00,180.00,
07/10/24 17:00,24.37,58.48,5.49,0.00,0.41,0.00,150.00,
07/10/24 18:00,31.35,25.47,5.43,0.00,0.40,0.00,180.00,
07/10/24 19:00,28.12,86.02,5.42,0.00,0.40,0.00,210.00,
07/10/24 20:00,4.08,26.96,7.65,0.00,1.12,0.00,240.00,
07/10/24 21:00,12.46,79.84,5.47,0.00,0.41,0.00,210.00,
07/10/24 22:00,11.55,20.02,5.23,0.00,0.36,0.00,180.00,
07/10/24 23:00,19.89,81.76,3.30,0.00,0.09,0.00,210.00,
07/11/24 0:00,21.86,21.38,8.05,0.00,1.30,0.00,180.00,
07/11/24 1:00,6.61,73.05,4.66,258.82,0.25,2.59,210.00,
07/11/24 2:00,15.68,45.32,3.83,500.00,0.14,5.00,180.00,
07/11/24 3:00,-5.20,71.68,6.43,707.11,0.66,7.07,150.00,
07/11/24 4:00,29.42,48.12,4.47,866.03,0.22,8.66,180.00,
07/11/24 5:00,9.88,24.96,4.95,965.93,0.30,9.66,210.00,
07/11/24 6:00,15.56,73.73,6.52,1000.00,0.69,10.00,180.00,
07/11/24 7:00,11.90,24.99,5.35,965.93,0.38,9.66,210.00,
07/11/24 8:00,26.46,84.55,10.62,866.03,3.00,8.66,180.00,
07/11/24 9:00,-13.38,23.57,5.85,707.11,0.50,7.07,150.00,
07/11/24 10:00,14.83,53.55,7.24,500.00,0.95,5.00,180.00,
07/11/24 11:00,13.94,70.61,2.12,258.82,0.02,2.59,210.00,
07/11/24 12:00,10.46,47.53,4.28,0.00,0.20,0.00,180.00,
07/11/24 13:00,32.26,35.21,3.83,0.00,0.14,0.00,210.00,
07/11/24 14:00,6.13,73.14,4.09,0.00,0.17,0.00,180.00,
07/11/24 15:00,22.72,74.90,6.83,0.00,0.80,0.00,210.00,
07/11/24 16:00,18.56,84.59,8.07,0.00,1.31,0.00,180.00,
07/11/24 17:00,27.62,46.33,6.69,0.00,0.75,0.00,150.00,
07/11/24 18:00,8.33,55.44,5.55,0.00,0.43,0.00,180.00,
07/11/24 19:00,7.67,45.42,4.74,0.00,0.27,0.00,210.00,
07/11/24 20:00,25.96,38.00,8.23,0.00,1.39,0.00,240.00,
07/11/24 21:00,19.25,72.57,10.14,0.00,2.61,0.00,210.00,
07/11/24 22:00,-0.45,43.78,6.27,0.00,0.62,0.00,180.00,
07/11/24 23:00,9.61,49.97,7.88,0.00,1.22,0.00,150.00,
07/12/24 0:00,18.86,48.26,6.69,0.00,0.75,0.00,180.00,
07/12/24 1:00,23.38,69.89,7.51,258.82,1.06,2.59,150.00,
07/12/24 2:00,8.21,84.25,3.67,500.00,0.12,5.00,180.00,
07/12/24 3:00,-14.14,66.67,5.02,707.11,0.32,7.07,210.00,
07/12/24 4:00,20.23,53.01,6.79,866.03,0.78,8.66,180.00,
07/12/24 5:00,2.80,74.54,8.42,965.93,1.50,9.66,150.00,
07/12/24 6:00,-5.17,64.87,4.36,1000.00,0.21,10.00,180.00,
07/12/24 7:00,-13.32,24.24,1.93,965.93,0.02,9.66,150.00,
07/12/24 8:00,23.14,26.70,5.00,866.03,0.31,8.66,180.00,
07/12/24 9:00,16.29,22.65,8.02,707.11,1.29,7.07,210.00,
07/12/24 10:00,12.74,51.98,2.83,500.00,0.06,5.00,180.00,
07/12/24 11:00,28.89,77.81,3.65,258.82,0.12,2.59,210.00,
07/12/24 12:00,21.37,41.92,6.31,0.00,0.63,0.00,180.00,
07/12/24 13:00,31.16,46.89,5.77,0.00,0.48,0.00,210.00,
07/12/24 14:00,1.07,83.66,7.19,0.00,0.93,0.00,180.00,
07/12/24 15:00,14.65,78.58,3.54,0.00,0.11,0.00,150.00,
07/12/24 16:00,-1.17,66.55,5.35,0.00,0.38,0.00,180.00,
07/12/24 17:00,12.71,38.68,8.39,0.00,1.48,0.00,210.00,
07/12/24 18:00,12.51,28.19,3.61,0.00,0.12,0.00,180.00,
07/12/24 19:00,21.27,21.12,8.95,0.00,1.79,0.00,210.00,
07/12/24 20:00,15.46,27.49,3.87,0.00,0.14,0.00,180.00,
07/12/24 21:00,21.23,40.48,7.70,0.00,1.14,0.00,210.00,
07/12/24 22:00,22.03,58.63,5.25,0.00,0.36,0.00,180.00,
07/12/24 23:00,36.55,24.48,3.71,0.00,0.13,0.00,150.00,
07/13/24 0:00,11.85,29.54,5.01,0.00,0.31,0.00,180.00,
07/13/24 1:00,5.59,32.68,7.09,258.82,0.89,2.59,210.00,
07/13/24 2:00,17.46,64.24,5.99,500.00,0.54,5.00,180.00,
07/13/24 3:00,6.98,63.11,8.24,707.11,1.40,7.07,150.00,
07/13/24 4:00,29.82,58.55,8.87,866.03,1.75,8.66,180.00,
07/13/24 5:00,12.17,37.54,3.63,965.93,0.12,9.66,150.00,
07/13/24 6:00,9.34,45.98,3.49,1000.00,0.11,10.00,180.00,
07/13/24 7:00,10.29,26.77,3.39,965.93,0.10,9.66,210.00,
07/13/24 8:00,22.18,35.85,4.20,866.03,0.19,8.66,180.00,
07/13/24 9:00,13.42,82.84,8.21,707.11,1.38,7.07,150.00,
07/13/24 10:00,8.58,88.58,7.12,500.00,0.90,5.00,180.00,
07/13/24 11:00,31.65,65.34,4.91,258.82,0.30,2.59,150.00,
07/13/24 12:00,6.44,84.18,5.98,0.00,0.53,0.00,180.00,
07/13/24 13:00,15.36,64.99,8.81,0.00,1.71,0.00,150.00,
07/13/24 14:00,21.52,22.32,9.82,0.00,2.36,0.00,180.00,
07/13/24 15:00,-1.31,89.77,6.52,0.00,0.69,0.00,150.00,
07/13/24 16:00,19.80,26.93,0.68,0.00,0.00,0.00,180.00,
07/13/24 17:00,4.45,67.78,6.59,0.00,0.72,0.00,150.00,
07/13/24 18:00,23.23,37.70,7.87,0.00,1.22,0.00,180.00,
07/13/24 19:00,5.37,47.44,6.45,0.00,0.67,0.00,210.00,
07/13/24 20:00,21.93,65.22,7.45,0.00,1.03,0.00,180.00,
07/13/24 21:00,26.06,50.55,6.71,0.00,0.76,0.00,210.00,
07/13/24 22:00,23.61,37.54,3.53,0.00,0.11,0.00,180.00,
07/13/24 23:00,17.51,43.41,4.23,0.00,0.19,0.00,150.00,
07/14/24 0:00,12.69,43.91,5.36,0.00,0.38,0.00,180.00,
07/14/24 1:00,9.24,87.15,8.13,258.82,1.34,2.59,210.00,
07/14/24 2:00,29.71,75.90,4.47,500.00,0.22,5.00,180.00,
07/14/24 3:00,8.01,52.10,6.91,707.11,0.83,7.07,150.00,
07/14/24 4:00,4.63,33.99,6.61,866.03,0.72,8.66,180.00,
07/14/24 5:00,21.65,76.77,9.17,965.93,1.93,9.66,150.00,
07/14/24 6:00,7.04,31.00,5.92,1000.00,0.52,10.00,180.00,
07/14/24 7:00,5.50,34.73,2.49,965.93,0.04,9.66,150.00,
07/14/24 8:00,0.56,45.62,7.29,866.03,0.97,8.66,180.00,
07/14/24 9:00,10.17,81.62,10.28,707.11,2.71,7.07,210.00,
07/14/24 10:00,14.17,29.23,7.42,500.00,1.02,5.00,180.00,
07/14/24 11:00,17.43,28.56,4.42,258.82,0.22,2.59,210.00,
07/14/24 12:00,24.51,54.58,3.84,0.00,0.14,0.00,180.00,
07/14/24 13:00,20.27,39.35,4.09,0.00,0.17,0.00,150.00,
07/14/24 14:00,13.09,59.81,10.01,0.00,2.50,0.00,180.00,
07/14/24 15:00,13.02,51.61,5.35,0.00,0.38,0.00,210.00,
07/14/24 16:00,20.10,50.45,4.67,0.00,0.26,0.00,180.00,
07/14/24 17:00,27.73,27.84,5.68,0.00,0.46,0.00,210.00,
07/14/24 18:00,16.26,29.87,5.37,0.00,0.39,0.00,180.00,
07/14/24 19:00,10.31,77.48,9.14,0.00,1.91,0.00,210.00,
07/14/24 20:00,5.07,82.01,3.97,0.00,0.16,0.00,180.00,
07/14/24 21:00,0.55,36.43,8.36,0.00,1.46,0.00,210.00,
07/14/24 22:00,21.66,27.94,6.24,0.00,0.61,0.00,180.00,
07/14/24 23:00,20.78,23.74,8.41,0.00,1.49,0.00,210.00,
07/15/24 0:00,20.77,62.58,9.17,0.00,1.92,0.00,180.00,
07/15/24 1:00,13.71,70.07,6.17,258.82,0.59,2.59,210.00,
07/15/24 2:00,29.07,46.10,5.37,500.00,0.39,5.00,180.00,
07/15/24 3:00,10.16,67.58,6.13,707.11,0.58,7.07,150.00,
07/15/24 4:00,24.55,69.91,5.81,866.03,0.49,8.66,180.00,
07/15/24 5:00,14.61,85.47,2.69,965.93,0.05,9.66,150.00,
07/15/24 6:00,8.92,24.54,9.10,1000.00,1.89,10.00,180.00,
07/15/24 7:00,20.93,33.46,6.49,965.93,0.68,9.66,150.00,
07/15/24 8:00,19.10,24.80,3.67,866.03,0.12,8.66,120.00,
07/15/24 9:00,18.57,80.76,1.86,707.11,0.02,7.07,150.00,
07/15/24 10:00,15.81,75.48,1.34,500.00,0.01,5.00,180.00,
07/15/24 11:00,14.62,60.22,7.54,258.82,1.07,2.59,210.00,
07/15/24 12:00,38.88,25.86,4.76,0.00,0.27,0.00,180.00,
07/15/24 13:00,26.84,39.13,5.09,0.00,0.33,0.00,150.00,
07/15/24 14:00,22.23,40.84,6.98,0.00,0.85,0.00,180.00,
07/15/24 15:00,16.12,59.25,4.97,0.00,0.31,0.00,210.00,
07/15/24 16:00,25.07,38.06,7.09,0.00,0.89,0.00,180.00,
07/15/24 17:00,20.18,25.11,6.19,0.00,0.59,0.00,210.00,
07/15/24 18:00,15.26,71.15,5.83,0.00,0.50,0.00,180.00,
07/15/24 19:00,11.96,40.94,2.85,0.00,0.06,0.00,210.00,
07/15/24 20:00,14.19,51.67,4.36,0.00,0.21,0.00,240.00,
07/15/24 21:00,-16.70,28.94,7.21,0.00,0.94,0.00,210.00,
07/15/24 22:00,17.11,76.18,4.64,0.00,0.25,0.00,180.00,
07/15/24 23:00,10.12,59.59,8.41,0.00,1.49,0.00,150.00,
07/16/24 0:00,30.93,83.11,10.69,0.00,3.06,0.00,180.00,
07/16/24 1:00,15.19,54.68,7.31,258.82,0.98,2.59,150.00,
07/16/24 2:00,3.11,85.90,8.99,500.00,1.81,5.00,180.00,
07/16/24 3:00,14.50,82.43,7.44,707.11,1.03,7.07,210.00,
07/16/24 4:00,4.54,60.35,4.93,866.03,0.30,8.66,180.00,
07/16/24 5:00,19.73,85.37,6.40,965.93,0.66,9.66,150.00,
07/16/24 6:00,17.91,42.62,10.03,1000.00,2.52,10.00,180.00,
07/16/24 7:00,24.58,45.59,4.95,965.93,0.30,9.66,150.00,
07/16/24 8:00,7.09,23.18,3.92,866.03,0.15,8.66,180.00,
07/16/24 9:00,15.34,61.24,3.73,707.11,0.13,7.07,210.00,
07/16/24 10:00,1.35,70.53,5.56,500.00,0.43,5.00,180.00,
07/16/24 11:00,22.01,74.15,3.99,258.82,0.16,2.59,150.00,
07/16/24 12:00,20.19,30.49,9.35,0.00,2.04,0.00,180.00,
07/16/24 13:00,19.96,51.09,6.43,0.00,0.67,0.00,210.00,
07/16/24 14:00,15.02,32.38,7.94,0.00,1.25,0.00,180.00,
07/16/24 15:00,19.15,66.35,5.40,0.00,0.39,0.00,150.00,
07/16/24 16:00,31.04,31.06,3.72,0.00,0.13,0.00,180.00,
07/16/24 17:00,12.15,83.29,3.38,0.00,0.10,0.00,210.00,
07/16/24 18:00,16.39,36.14,4.18,0.00,0.18,0.00,180.00,
07/16/24 19:00,4.14,40.40,6.70,0.00,0.75,0.00,210.00,
07/16/24 20:00,6.32,79.56,7.04,0.00,0.87,0.00,240.00,
07/16/24 21:00,15.98,52.09,7.21,0.00,0.94,0.00,210.00,
07/16/24 22:00,26.04,21.68,3.02,0.00,0.07,0.00,180.00,
07/16/24 23:00,12.44,54.62,6.00,0.00,0.54,0.00,210.00,
07/17/24 0:00,12.64,25.92,3.95,0.00,0.15,0.00,180.00,
07/17/24 1:00,10.93,88.97,6.80,258.82,0.79,2.59,210.00,
07/17/24 2:00,9.65,61.17,6.96,500.00,0.84,5.00,240.00,
07/17/24 3:00,17.95,37.96,3.66,707.11,0.12,7.07,210.00,
07/17/24 4:00,0.03,59.46,7.94,866.03,1.25,8.66,240.00,
07/17/24 5:00,27.81,25.38,10.68,965.93,3.04,9.66,210.00,
07/17/24 6:00,8.35,75.99,7.67,1000.00,1.13,10.00,180.00,
07/17/24 7:00,22.22,84.77,5.67,965.93,0.46,9.66,210.00,
07/17/24 8:00,2.30,81.21,5.37,866.03,0.39,8.66,180.00,
07/17/24 9:00,21.69,43.92,5.58,707.11,0.43,7.07,150.00,
07/17/24 10:00,21.72,42.80,4.48,500.00,0.22,5.00,180.00,
